,max_bid,min_ask
1382,262,267
1383,262,267
1384,262,267
1385,262,267
1386,262,267
1387,262,267
1388,262,266
1389,262,266
1390,262,266
1391,263,266
1392,263,266
1393,263,267
1394,263,267
1395,263,267
1396,263,267
1397,263,267
1398,263,267
1399,263,267
1400,263,267
1401,263,267
1402,263,267
1403,263,267
1404,263,267
1405,264,267
1406,264,267
1407,264,267
1408,264,267
1409,264,267
1410,265,267
1411,265,267
1412,265,267
1413,265,271
1414,265,271
1415,265,271
1416,265,271
1417,266,271
1418,266,271
1419,266,271
1420,266,271
1421,266,271
1422,266,271
1423,266,271
1424,266,271
1425,266,271
1426,266,271
1427,267,271
1428,267,271
1429,267,271
1430,267,271
1431,267,271
1432,267,271
1433,267,271
1434,267,269
1435,267,269
1436,267,269
1437,267,269
1438,267,269
1439,267,269
1440,267,269
1441,267,269
1442,267,269
1443,267,269
1444,267,269
1445,267,271
1446,267,271
1447,268,271
1448,268,271
1449,268,271
1450,268,271
1451,268,271
1452,268,271
1453,268,271
1454,268,271
1455,268,271
1456,268,271
1457,268,271
1458,268,271
1459,268,271
1460,268,271
1461,268,271
1462,268,271
1463,268,271
1464,268,271
1465,268,271
1466,268,271
1467,268,271
1468,269,271
1469,269,270
1470,269,270
1471,268,270
1472,268,270
1473,268,270
1474,268,270
1475,268,270
1476,268,270
1477,268,270
1478,268,270
1479,268,270
1480,268,270
1481,268,269
1482,268,269
1483,268,269
1484,268,269
1485,268,269
1486,268,269
1487,268,269
1488,267,269
1489,267,269
1490,267,269
1491,267,269
1492,267,269
1493,267,269
1494,267,269
1495,267,269
1496,267,269
1497,267,269
1498,267,269
1499,267,269
1500,267,268
1501,267,269
1502,267,269
1503,267,269
1504,267,269
1505,267,269
1506,267,269
1507,267,269
1508,267,269
1509,267,269
1510,267,269
1511,267,269
1512,267,268
1513,267,268
1514,267,268
1515,267,268
1516,267,268
1517,267,268
1518,267,268
1519,267,268
1520,267,268
1521,267,268
1522,267,268
1523,267,268
1524,267,268
1525,267,268
1526,267,268
1527,267,268
1528,267,268
1529,267,268
1530,267,268
1531,267,268
1532,267,268
1533,267,268
1534,267,268
1535,267,268
1536,266,268
1537,266,268
1538,266,268
1539,266,267
1540,266,267
1541,266,267
1542,266,267
1543,266,267
1544,266,278
1545,266,278
1546,266,278
1547,266,278
1548,266,278
1549,266,278
1550,266,278
1551,266,278
1552,266,278
1553,266,278
1554,266,278
1555,266,278
1556,266,278
1557,266,278
1558,266,273
1559,266,273
1560,266,273
1561,266,273
1562,266,273
1563,266,272
1564,266,271
1565,266,271
1566,266,271
1567,266,271
1568,266,271
1569,266,271
1570,266,271
1571,266,271
1572,266,271
1573,266,271
1574,266,271
1575,263,271
1576,263,271
1577,263,271
1578,263,271
1579,263,271
1580,263,269
1581,263,269
1582,263,268
1583,263,268
1584,263,268
1585,263,268
1586,263,268
1587,263,268
1588,263,268
1589,263,268
1590,263,268
1591,263,268
1592,263,268
1593,263,267
1594,263,267
1595,263,266
1596,263,266
1597,263,266
1598,263,266
1599,263,266
1600,263,266
1601,263,266
1602,263,266
1603,263,266
1604,263,266
1605,263,266
1606,263,266
1607,263,266
1608,263,266
1609,263,266
1610,263,265
1611,263,265
1612,263,265
1613,263,265
1614,263,264
1615,263,264
1616,263,264
1617,263,264
1618,263,264
1619,263,264
1620,263,264
1621,263,264
1622,263,264
1623,263,264
1624,263,264
1625,263,264
1626,263,264
1627,263,264
1628,263,265
1629,263,265
1630,263,265
1631,263,265
1632,263,265
1633,263,265
1634,264,265
1635,264,265
1636,264,265
1637,264,265
1638,264,265
1639,264,272
1640,264,272
1641,264,272
1642,264,272
1643,265,272
1644,265,272
1645,265,272
1646,265,272
1647,265,272
1648,265,272
1649,265,272
1650,265,272
1651,265,272
1652,265,272
1653,265,272
1654,265,272
1655,265,272
1656,265,272
1657,266,272
1658,263,272
1659,263,272
1660,263,272
1661,263,272
1662,263,272
1663,263,272
1664,263,272
1665,263,272
1666,263,272
1667,263,272
1668,263,272
1669,263,272
1670,263,272
1671,263,272
1672,263,272
1673,263,272
1674,263,272
1675,263,272
1676,263,272
1677,263,272
1678,263,272
1679,263,272
1680,263,272
1681,263,272
1682,263,272
1683,263,272
1684,263,272
1685,263,272
1686,263,272
1687,263,271
1688,263,271
1689,263,271
1690,263,271
1691,263,271
1692,263,271
1693,263,271
1694,263,271
1695,263,271
1696,263,271
1697,263,271
1698,263,271
1699,263,271
1700,263,271
1701,263,271
1702,263,271
1703,263,271
1704,263,271
1705,263,271
1706,263,271
1707,263,271
1708,263,270
1709,263,270
1710,263,270
1711,263,270
1712,263,269
1713,263,269
1714,263,269
1715,263,269
1716,263,269
1717,261,269
1718,261,269
1719,261,268
1720,261,268
1721,261,268
1722,261,268
1723,261,268
1724,261,268
1725,261,268
1726,261,268
1727,261,268
1728,261,268
1729,261,268
1730,261,267
1731,261,267
1732,261,267
1733,261,267
1734,261,267
1735,261,267
1736,261,267
1737,261,267
1738,261,267
1739,261,267
1740,261,266
1741,261,266
1742,261,266
1743,261,265
1744,261,265
1745,261,265
1746,261,265
1747,261,265
1748,261,264
1749,261,264
1750,261,264
1751,261,264
1752,261,264
1753,261,263
1754,261,263
1755,261,263
1756,261,263
1757,261,263
1758,261,263
1759,261,263
1760,259,263
1761,259,263
1762,259,263
1763,259,263
1764,259,263
1765,259,262
1766,259,262
1767,259,261
1768,259,261
1769,259,260
1770,259,260
1771,259,260
1772,259,260
1773,253,260
1774,253,260
1775,253,260
1776,254,260
1777,254,260
1778,255,260
1779,255,260
1780,255,260
1781,255,260
1782,255,260
1783,255,259
1784,255,259
1785,255,259
1786,255,259
1787,255,259
1788,255,259
1789,255,258
1790,255,258
1791,255,258
1792,255,268
1793,255,268
1794,255,268
1795,255,268
1796,255,268
1797,255,268
1798,255,268
1799,255,268
1800,255,268
1801,255,268
1802,255,266
1803,255,266
1804,255,266
1805,255,266
1806,255,266
1807,255,266
1808,256,266
1809,256,266
1810,256,265
1811,256,265
1812,256,265
1813,256,265
1814,256,265
1815,256,265
1816,256,265
1817,256,265
1818,256,264
1819,256,264
1820,256,264
1821,256,264
1822,256,264
1823,256,264
1824,257,264
1825,263,264
1826,263,264
1827,263,264
1828,263,265
1829,250,265
1830,250,265
1831,250,265
1832,250,264
1833,250,264
1834,250,264
1835,250,264
1836,250,264
1837,261,264
1838,261,264
1839,261,264
1840,261,264
1841,261,263
1842,261,263
1843,261,263
1844,261,263
1845,261,265
1846,261,265
1847,261,265
1848,261,265
1849,261,264
1850,261,263
1851,261,263
1852,262,263
1853,262,263
1854,262,263
1855,262,263
1856,262,263
1857,262,265
1858,262,265
1859,262,265
1860,262,265
1861,262,265
1862,263,265
1863,263,265
1864,264,265
1865,261,268
1866,261,269
1867,261,269
1868,261,269
1869,261,269
1870,261,269
1871,261,269
1872,261,269
1873,261,269
1874,261,269
1875,261,269
1876,261,268
1877,261,268
1878,261,268
1879,261,268
1880,261,268
1881,261,266
1882,261,266
1883,261,266
1884,261,266
1885,261,266
1886,261,266
1887,261,266
1888,261,266
1889,261,266
1890,261,266
1891,261,266
1892,261,266
1893,261,266
1894,261,266
1895,261,266
1896,261,266
1897,261,266
1898,261,266
1899,261,266
1900,261,266
1901,261,266
1902,261,266
1903,262,266
1904,262,266
1905,262,266
1906,263,266
1907,263,266
1908,263,266
1909,263,266
1910,263,266
1911,263,266
1912,263,266
1913,263,266
1914,263,266
1915,263,266
1916,263,266
1917,263,266
1918,263,266
1919,263,266
1920,263,266
1921,263,266
1922,263,266
1923,263,266
1924,263,266
1925,261,266
1926,261,266
1927,261,265
1928,261,265
1929,261,265
1930,261,264
1931,261,264
1932,261,264
1933,261,263
1934,261,263
1935,261,263
1936,261,263
1937,261,262
1938,261,262
1939,261,262
1940,261,262
1941,261,262
1942,261,262
1943,261,262
1944,261,262
1945,261,262
1946,261,262
1947,261,262
1948,261,262
1949,261,262
1950,261,268
1951,261,268
1952,261,268
1953,261,267
1954,261,267
1955,261,267
1956,261,267
1957,261,267
1958,261,267
1959,261,267
1960,261,267
1961,261,267
1962,261,267
1963,261,267
1964,261,267
1965,261,267
1966,261,267
1967,261,267
1968,261,267
1969,261,267
1970,261,267
1971,261,267
1972,261,267
1973,261,267
1974,262,267
1975,262,267
1976,262,267
1977,262,267
1978,262,267
1979,262,267
1980,262,267
1981,263,267
1982,263,267
1983,264,267
1984,264,267
1985,265,267
1986,265,267
1987,265,267
1988,263,267
1989,263,267
1990,263,267
1991,263,267
1992,263,267
1993,263,267
1994,264,267
1995,264,267
1996,264,267
1997,265,267
1998,265,267
1999,265,267
2000,265,267
2001,266,267
2002,266,267
2003,266,267
2004,266,267
2005,266,267
2006,266,267
2007,266,267
2008,266,267
2009,266,267
2010,266,267
2011,266,267
2012,266,267
2013,266,267
2014,266,267
2015,266,268
2016,266,267
2017,266,267
2018,266,267
2019,266,267
2020,266,267
2021,266,267
2022,266,267
2023,266,267
2024,266,267
2025,266,267
2026,266,267
2027,266,267
2028,266,267
2029,266,267
2030,266,267
2031,266,270
2032,266,270
2033,266,270
2034,266,270
2035,266,270
2036,266,270
2037,266,270
2038,266,270
2039,266,270
2040,266,270
2041,266,270
2042,266,270
2043,266,270
2044,266,270
2045,266,270
2046,266,270
2047,266,270
2048,267,270
2049,267,270
2050,267,270
2051,266,270
2052,266,270
2053,266,270
2054,266,270
2055,266,270
2056,266,270
2057,266,270
2058,266,270
2059,266,270
2060,266,270
2061,266,270
2062,266,270
2063,266,270
2064,266,270
2065,266,270
2066,266,270
2067,266,270
2068,266,270
2069,266,270
2070,266,270
2071,266,270
2072,266,269
2073,266,269
2074,266,269
2075,266,269
2076,266,269
2077,266,269
2078,266,269
2079,266,271
2080,266,271
2081,266,271
2082,266,271
2083,266,271
2084,266,271
2085,266,271
2086,266,271
2087,266,271
2088,266,271
2089,266,271
2090,266,271
2091,266,271
2092,266,271
2093,266,271
2094,266,271
2095,269,271
2096,269,271
2097,269,271
2098,269,271
2099,266,271
2100,266,271
2101,266,271
2102,266,271
2103,266,271
2104,266,271
2105,266,268
2106,266,268
2107,266,268
2108,266,268
2109,266,268
2110,266,268
2111,266,268
2112,266,268
2113,266,267
2114,266,267
2115,266,272
2116,266,270
2117,266,270
2118,266,270
2119,266,270
2120,266,270
2121,266,270
2122,266,270
2123,266,270
2124,266,270
2125,266,270
2126,266,270
2127,266,270
2128,266,270
2129,266,270
2130,266,270
2131,266,270
2132,266,270
